time,price
0.0,1.6278741740379132
0.001,1.5753846001485572
0.002,1.7668186127881098
0.003,1.7874670687044514
0.004,1.6930311029585852
0.005,1.774800160527894
0.006,1.7717659312599272
0.007,1.67451756922918
0.008,1.7508866090441462
0.009000000000000001,1.698517128076113
0.01,1.5782711571630683
0.011,1.5509564510915657
0.012,1.4523445826642285
0.013000000000000001,1.4610469640238541
0.014,1.48683107552375
0.015,1.4592079036603338
0.016,1.5472431723572346
0.017,1.4799230517248474
0.018000000000000002,1.4776741306872032
0.019,1.5571821414201987
0.02,1.4882853734665469
0.021,1.4480350000017115
0.022,1.4680605119398038
0.023,1.5064829317058313
0.024,1.4841373773975648
0.025,1.581541568366808
0.026000000000000002,1.6550324498801574
0.027,1.5740876712372973
0.028,1.5520303184625197
0.029,1.4750581457121692
0.03,1.4608583131195427
0.031,1.3587434912201912
0.032,1.417099160125721
0.033,1.3429436975822076
0.034,1.2843704439054893
0.035,1.2149600287824032
0.036000000000000004,1.1241480766355747
0.037,1.1365244175080638
0.038,1.1282384743514138
0.039,1.0201280952246274
0.04,0.9522009326083922
0.041,0.8999425452279959
0.042,0.9583605859472519
0.043000000000000003,0.864355639217087
0.044,0.8363186328675289
0.045,0.7913158814604073
0.046,0.8590009025797052
0.047,0.8390176859326108
0.048,0.9370316638351999
0.049,0.895110736348149
0.05,0.8884345559582383
0.051000000000000004,0.8721174554391316
0.052000000000000005,0.9106002948821881
0.053,0.890794218911235
0.054,0.8919482618497514
0.055,0.9653903687111494
0.056,0.9468280342907218
0.057,0.9519240624219854
0.058,1.0176901829996945
0.059000000000000004,0.9642809609527232
0.06,1.025887713542744
0.061,1.0590666267996869
0.062,1.152507996585462
0.063,1.2406661482340349
0.064,1.2119187571203107
0.065,1.0808268042362998
0.066,1.1074463362810807
0.067,1.116272480668016
0.068,1.1273377264795537
0.069,1.0684934027920487
0.07,0.9455651874715709
0.07100000000000001,0.9227628544033539
0.07200000000000001,0.9247934715791128
0.073,0.8731403891490754
0.074,0.8364315927808654
0.075,0.841544304261804
0.076,0.8322297899309907
0.077,0.8654559848920957
0.078,0.8553903790588087
0.079,0.9134341735840241
0.08,0.8426821608110475
0.081,0.7759360089813176
0.082,0.8633848790916874
0.083,0.9561318988555074
0.084,0.9957809152868418
0.085,1.0005684975855735
0.08600000000000001,0.9460974811620804
0.08700000000000001,0.9630120632828918
0.088,0.9120850465872787
0.089,0.9881313669489078
0.09,1.0023405964592955
0.091,1.0110853115473315
0.092,1.0663038851082138
0.093,1.1176206810648885
0.094,1.08497305293408
0.095,1.0697733294773126
0.096,1.0219571617937606
0.097,1.1300410850268348
0.098,1.0489192821933835
0.099,0.9571757434936177
0.1,0.856801141327562
0.101,0.8597138111296392
0.10200000000000001,0.8910630594592885
0.10300000000000001,0.8645324022521068
0.10400000000000001,0.8578574091949549
0.105,0.8152866400064069
0.106,0.923969917691243
0.107,0.9414861117683411
0.108,0.9310271452243737
0.109,0.9823567301341352
0.11,1.0364730335461676
0.111,0.9468386725134526
0.112,0.9213002270676638
0.113,0.97044777418329
0.114,0.8883392792090503
0.115,0.9076271422566551
0.116,0.9526262617598613
0.117,0.9946157184936402
0.11800000000000001,1.0275164277215008
0.11900000000000001,1.0009101096384256
0.12,1.0045608430423556
0.121,0.9933928393476124
0.122,1.0199608097270731
0.123,0.9906313966083209
0.124,1.0311468512566906
0.125,1.014699004361041
0.126,1.0729208982042007
0.127,1.0190132894009292
0.128,0.9844487231026267
0.129,0.9976049765145865
0.13,0.9884766979232888
0.131,1.0182480688863724
0.132,1.0398691835961538
0.133,1.0285466135401498
0.134,0.9761083903358898
0.135,1.0627806451352684
0.136,1.0807972461803863
0.137,1.0423118520808932
0.138,1.1042442484579853
0.139,1.1755842611591545
0.14,1.1207205798834585
0.14100000000000001,1.1455982384117744
0.14200000000000002,1.0447820566808015
0.14300000000000002,1.0006809765981255
0.14400000000000002,0.9943999662971947
0.145,0.9986672414697302
0.146,1.0037169020673593
0.147,1.0146126008823217
0.148,1.0362325618523345
0.149,1.108375881119117
0.15,1.1347306383917544
0.151,1.11662424812689
0.152,1.173894775600679
0.153,1.238436352571656
0.154,1.2813625591172162
0.155,1.1862884701090537
0.156,1.1101997886110158
0.157,1.0775769371373234
0.158,1.1065624598041075
0.159,1.0545792538926952
0.16,1.1492663830623662
0.161,1.110616238378487
0.162,1.1034333229773274
0.163,0.9851613228734002
0.164,0.953564141348564
0.165,0.97492751417664
0.166,0.9629276692320476
0.167,0.9993546010354115
0.168,0.9776929919089801
0.169,0.9997729050733284
0.17,0.9626588098300499
0.171,0.9157733777602677
0.17200000000000001,0.9708377100357017
0.17300000000000001,0.9020302739732982
0.17400000000000002,1.0366532606062413
0.17500000000000002,1.104403218509447
0.176,1.0631402695682084
0.177,1.0226344843374893
0.178,0.927391448006655
0.179,0.938342627334412
0.18,0.9426134199520599
0.181,0.9031997936263849
0.182,0.9312998923314231
0.183,0.905829896901396
0.184,0.9342922573396844
0.185,0.9550936151592193
0.186,0.9135851336549572
0.187,0.8869874394032067
0.188,0.9288427730063651
0.189,0.8645710624480825
0.19,0.9317593268190643
0.191,0.9119792566573586
0.192,0.8763715159330832
0.193,0.8978171221153506
0.194,0.9570219646012665
0.195,1.007130155962645
0.196,0.9973741023886782
0.197,0.910509529097733
0.198,0.9221169926673616
0.199,1.0148099031027868
0.2,1.042732010914745
0.201,1.1339787326505633
0.202,1.0649752606582643
0.203,1.036747034918268
0.20400000000000001,1.01204275632301
0.20500000000000002,1.122165752832569
0.20600000000000002,1.2129237994643494
0.20700000000000002,1.2848101725725884
0.20800000000000002,1.300842799273422
0.209,1.3166184097328322
0.21,1.3530497865203515
0.211,1.2966838440157828
0.212,1.3642810205059281
0.213,1.2985182692834312
0.214,1.26610095507086
0.215,1.3223674813063768
0.216,1.3484397772877008
0.217,1.2379145956960675
0.218,1.2164666943764293
0.219,1.2883187801546647
0.22,1.297139486535746
0.221,1.3198252223554574
0.222,1.280935413828041
0.223,1.322247475819149
0.224,1.2754895202338568
0.225,1.2955631027531864
0.226,1.3327360977627607
0.227,1.272461402060498
0.228,1.2536242753171898
0.229,1.3576007288975016
0.23,1.3491420395379095
0.231,1.3510121233714627
0.232,1.3321768480286145
0.233,1.2644641306339244
0.234,1.352818780829157
0.23500000000000001,1.3166107555925337
0.23600000000000002,1.3396447863796057
0.23700000000000002,1.2920922604622223
0.23800000000000002,1.3462271605355385
0.23900000000000002,1.3345905321661955
0.24,1.246215017888669
0.241,1.248180261087517
0.242,1.2043633430044012
0.243,1.3542715256014932
0.244,1.4249889163628664
0.245,1.4918190870625678
0.246,1.5112661663442655
0.247,1.528082752724905
0.248,1.485966883077766
0.249,1.5593504737629833
0.25,1.4380324616047155
0.251,1.316610291641498
0.252,1.3562096872048688
0.253,1.3119814086744652
0.254,1.203027830604086
0.255,1.2207427466771126
0.256,1.2057736906779777
0.257,1.1436745406365332
0.258,1.0781408280768088
0.259,1.062727900783428
0.26,1.0655708193763842
0.261,1.0354614380487517
0.262,1.0378666214757968
0.263,0.9791629306789926
0.264,0.9861069534713556
0.265,1.0021650827937387
0.266,1.0418314280793863
